,global:batch_size,global:learning_rate,global:weight_decay,global:num_epochs,global:patience,global:final_fc_hidden_units,Age:type,Age:normalize,Age:numeric_latent_dim,Age:numeric_hidden_layers,Sex:type,Sex:normalize,Sex:numeric_latent_dim,Sex:numeric_hidden_layers,RestBP:type,RestBP:normalize,RestBP:numeric_latent_dim,RestBP:numeric_hidden_layers,Chol:type,Chol:normalize,Chol:numeric_latent_dim,Chol:numeric_hidden_layers,Fbs:type,Fbs:normalize,Fbs:numeric_latent_dim,Fbs:numeric_hidden_layers,ExAng:type,ExAng:normalize,ExAng:numeric_latent_dim,ExAng:numeric_hidden_layers,RestECG:type,RestECG:normalize,RestECG:numeric_latent_dim,RestECG:numeric_hidden_layers,f1_micro,f1_macro,f1_weighted,f1_weighted_train,precision_weighted,precision_weighted_train,recall_weighted,recall_weighted_train,coverage_at_90,coverage_at_90_train,empirical_precision_at_90,ece_pre_calibration,ece_post_calibration,time [min]
0,16,0.004,0,100,5,[],numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,numeric,True,10,1,0.5625,0.2810344827586207,0.5156609195402299,0.4704319835485994,0.5156609195402299,0.4704319835485994,0.5625,0.5284974093264249,0.0,0.0,,0.16568149502078688,0.16568149502078688,0.010700102647145588
